code,name,metric,fy,basis,value,unit,source,as_of
1928,"Sekisui House,Ltd.",eps,FY2027,consensus,339.11566,jpy,yfinance,2026-08-27
1928,"Sekisui House,Ltd.",net_profit,FY2027,company,218000000000.0,jpy_abs,jquants,2026-06-04
1928,"Sekisui House,Ltd.",net_sales,FY2027,company,4353000000000.0,jpy_abs,jquants,2026-06-04
1928,"Sekisui House,Ltd.",net_sales,FY2027,consensus,4295889340560.0,jpy_abs,yfinance,2026-08-27
1928,"Sekisui House,Ltd.",operating_profit,FY2027,company,350000000000.0,jpy_abs,jquants,2026-06-04
1928,"Sekisui House,Ltd.",eps,FY2028,consensus,365.21378,jpy,yfinance,2026-08-27
1928,"Sekisui House,Ltd.",net_sales,FY2028,consensus,4522356594130.0,jpy_abs,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",dps,FY2026,company,120.0,jpy,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",eps,FY2026,company,298.43,jpy,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",eps,FY2026,consensus,354.54428,jpy,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",net_profit,FY2026,company,61000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",net_sales,FY2026,company,735000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",net_sales,FY2026,consensus,787750000000.0,jpy_abs,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",operating_profit,FY2026,company,80000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",dps,FY2027,company,130.0,jpy,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",eps,FY2027,company,326.61,jpy,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",eps,FY2027,consensus,384.96713,jpy,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",net_profit,FY2027,company,65000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",net_sales,FY2027,company,780000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",net_sales,FY2027,consensus,840285714290.0,jpy_abs,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",operating_profit,FY2027,company,90000000000.0,jpy_abs,jquants,2026-06-01
1942,"KANDENKO CO.,LTD.",eps,FY2028,consensus,384.96713,jpy,yfinance,2026-08-27
1942,"KANDENKO CO.,LTD.",net_sales,FY2028,consensus,840285714290.0,jpy_abs,yfinance,2026-08-27
1944,KINDEN CORPORATION,dps,FY2026,company,125.0,jpy,jquants,2026-04-27
1944,KINDEN CORPORATION,eps,FY2026,company,330.6,jpy,jquants,2026-04-27
1944,KINDEN CORPORATION,eps,FY2026,consensus,451.922,jpy,yfinance,2026-08-27
1944,KINDEN CORPORATION,net_profit,FY2026,company,65500000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,net_sales,FY2026,company,750000000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,net_sales,FY2026,consensus,825416666670.0,jpy_abs,yfinance,2026-08-27
1944,KINDEN CORPORATION,operating_profit,FY2026,company,84000000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,dps,FY2027,company,240.0,jpy,jquants,2026-04-27
1944,KINDEN CORPORATION,eps,FY2027,company,406.46,jpy,jquants,2026-04-27
1944,KINDEN CORPORATION,eps,FY2027,consensus,476.67285,jpy,yfinance,2026-08-27
1944,KINDEN CORPORATION,net_profit,FY2027,company,70000000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,net_sales,FY2027,company,810000000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,net_sales,FY2027,consensus,871000000000.0,jpy_abs,yfinance,2026-08-27
1944,KINDEN CORPORATION,operating_profit,FY2027,company,97000000000.0,jpy_abs,jquants,2026-04-27
1944,KINDEN CORPORATION,eps,FY2028,consensus,476.67285,jpy,yfinance,2026-08-27
1944,KINDEN CORPORATION,net_sales,FY2028,consensus,871000000000.0,jpy_abs,yfinance,2026-08-27
1951,"EXEO Group,Inc.",dps,FY2026,company,66.0,jpy,jquants,2026-05-13
1951,"EXEO Group,Inc.",eps,FY2026,company,155.86,jpy,jquants,2026-05-13
1951,"EXEO Group,Inc.",eps,FY2026,consensus,185.438,jpy,yfinance,2026-08-27
1951,"EXEO Group,Inc.",net_profit,FY2026,company,32000000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",net_sales,FY2026,company,760000000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",net_sales,FY2026,consensus,756200000000.0,jpy_abs,yfinance,2026-08-27
1951,"EXEO Group,Inc.",operating_profit,FY2026,company,53000000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",dps,FY2027,company,80.0,jpy,jquants,2026-05-13
1951,"EXEO Group,Inc.",eps,FY2027,company,174.82,jpy,jquants,2026-05-13
1951,"EXEO Group,Inc.",eps,FY2027,consensus,195.95,jpy,yfinance,2026-08-27
1951,"EXEO Group,Inc.",net_profit,FY2027,company,35500000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",net_sales,FY2027,company,750000000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",net_sales,FY2027,consensus,775700000000.0,jpy_abs,yfinance,2026-08-27
1951,"EXEO Group,Inc.",operating_profit,FY2027,company,56000000000.0,jpy_abs,jquants,2026-05-13
1951,"EXEO Group,Inc.",eps,FY2028,consensus,190.59,jpy,yfinance,2026-08-27
1951,"EXEO Group,Inc.",net_sales,FY2028,consensus,767700000000.0,jpy_abs,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,dps,FY2026,company,200.0,jpy,jquants,2026-04-28
1959,KRAFTIA CORPORATION,eps,FY2026,company,508.95,jpy,jquants,2026-04-28
1959,KRAFTIA CORPORATION,eps,FY2026,consensus,599.919,jpy,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,net_profit,FY2026,company,36000000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,net_sales,FY2026,company,475000000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,net_sales,FY2026,consensus,504268714290.0,jpy_abs,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,operating_profit,FY2026,company,51500000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,dps,FY2027,company,220.0,jpy,jquants,2026-04-28
1959,KRAFTIA CORPORATION,eps,FY2027,company,572.56,jpy,jquants,2026-04-28
1959,KRAFTIA CORPORATION,eps,FY2027,consensus,668.19653,jpy,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,net_profit,FY2027,company,40500000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,net_sales,FY2027,company,500000000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,net_sales,FY2027,consensus,528131000000.0,jpy_abs,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,operating_profit,FY2027,company,55500000000.0,jpy_abs,jquants,2026-04-28
1959,KRAFTIA CORPORATION,eps,FY2028,consensus,668.19653,jpy,yfinance,2026-08-27
1959,KRAFTIA CORPORATION,net_sales,FY2028,consensus,528131000000.0,jpy_abs,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",dps,FY2026,company,165.0,jpy,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",eps,FY2026,company,458.81,jpy,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",eps,FY2026,consensus,172.7,jpy,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",net_profit,FY2026,company,23600000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",net_sales,FY2026,company,254600000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",net_sales,FY2026,consensus,272500000000.0,jpy_abs,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",operating_profit,FY2026,company,27900000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",dps,FY2027,company,65.0,jpy,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",eps,FY2027,company,165.63,jpy,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",eps,FY2027,consensus,189.0,jpy,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",net_profit,FY2027,company,25300000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",net_sales,FY2027,company,260000000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",net_sales,FY2027,consensus,287500000000.0,jpy_abs,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",operating_profit,FY2027,company,29500000000.0,jpy_abs,jquants,2026-05-14
1961,"SANKI ENGINEERING CO.,LTD.",eps,FY2028,consensus,189.0,jpy,yfinance,2026-08-27
1961,"SANKI ENGINEERING CO.,LTD.",net_sales,FY2028,consensus,287500000000.0,jpy_abs,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",dps,FY2026,company,72.0,jpy,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",eps,FY2026,company,278.15,jpy,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",eps,FY2026,consensus,323.65332,jpy,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",net_profit,FY2026,company,36500000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",net_sales,FY2026,company,421000000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",net_sales,FY2026,consensus,446666666670.0,jpy_abs,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",operating_profit,FY2026,company,47100000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",dps,FY2027,company,123.0,jpy,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",eps,FY2027,company,305.02,jpy,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",eps,FY2027,consensus,350.36,jpy,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",net_profit,FY2027,company,40000000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",net_sales,FY2027,company,440000000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",net_sales,FY2027,consensus,481333333330.0,jpy_abs,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",operating_profit,FY2027,company,50000000000.0,jpy_abs,jquants,2026-05-12
1969,"Takasago Thermal Engineering Co.,Ltd.",eps,FY2028,consensus,349.72668,jpy,yfinance,2026-08-27
1969,"Takasago Thermal Engineering Co.,Ltd.",net_sales,FY2028,consensus,481333333330.0,jpy_abs,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",dps,FY2026,company,54.0,jpy,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",eps,FY2026,company,201.35,jpy,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",eps,FY2026,consensus,213.3,jpy,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",net_profit,FY2026,company,26000000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",net_sales,FY2026,company,255000000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",net_sales,FY2026,consensus,265000000000.0,jpy_abs,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",operating_profit,FY2026,company,34000000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",dps,FY2027,company,85.0,jpy,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",eps,FY2027,company,211.42,jpy,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",eps,FY2027,consensus,240.4,jpy,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",net_profit,FY2027,company,27300000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",net_sales,FY2027,company,265000000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",net_sales,FY2027,consensus,300000000000.0,jpy_abs,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",operating_profit,FY2027,company,36000000000.0,jpy_abs,jquants,2026-05-13
1980,"DAI-DAN CO.,LTD.",eps,FY2028,consensus,240.4,jpy,yfinance,2026-08-27
1980,"DAI-DAN CO.,LTD.",net_sales,FY2028,consensus,300000000000.0,jpy_abs,yfinance,2026-08-27
2124,"JAC Recruitment Co.,Ltd.",dps,FY2026,company,38.0,jpy,jquants,2026-05-13
2124,"JAC Recruitment Co.,Ltd.",eps,FY2026,company,54.18,jpy,jquants,2026-05-13
2124,"JAC Recruitment Co.,Ltd.",eps,FY2026,consensus,59.87667,jpy,yfinance,2026-08-27
2124,"JAC Recruitment Co.,Ltd.",net_profit,FY2026,company,8600000000.0,jpy_abs,jquants,2026-05-13
2124,"JAC Recruitment Co.,Ltd.",net_sales,FY2026,company,53200000000.0,jpy_abs,jquants,2026-05-13
2124,"JAC Recruitment Co.,Ltd.",net_sales,FY2026,consensus,52854000000.0,jpy_abs,yfinance,2026-08-27
2124,"JAC Recruitment Co.,Ltd.",operating_profit,FY2026,company,12600000000.0,jpy_abs,jquants,2026-05-13
2124,"JAC Recruitment Co.,Ltd.",eps,FY2027,consensus,69.92,jpy,yfinance,2026-08-27
2124,"JAC Recruitment Co.,Ltd.",net_sales,FY2027,consensus,60708000000.0,jpy_abs,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,dps,FY2026,company,29.0,jpy,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,eps,FY2026,company,34.67,jpy,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,eps,FY2026,consensus,43.43333,jpy,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,net_profit,FY2026,company,11000000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,net_sales,FY2026,company,46300000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,net_sales,FY2026,consensus,54101833330.0,jpy_abs,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,operating_profit,FY2026,company,17000000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,dps,FY2027,company,29.0,jpy,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,eps,FY2027,company,41.91,jpy,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,eps,FY2027,consensus,46.78333,jpy,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,net_profit,FY2027,company,13400000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,net_sales,FY2027,company,52800000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,net_sales,FY2027,consensus,58826333330.0,jpy_abs,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,operating_profit,FY2027,company,19300000000.0,jpy_abs,jquants,2026-04-30
2127,Nihon M&A Center Holdings Inc.,eps,FY2028,consensus,46.78333,jpy,yfinance,2026-08-27
2127,Nihon M&A Center Holdings Inc.,net_sales,FY2028,consensus,58826333330.0,jpy_abs,yfinance,2026-08-27
2154,Open Up Group Inc.,dps,FY2026,company,85.0,jpy,jquants,2026-05-12
2154,Open Up Group Inc.,eps,FY2026,company,135.76,jpy,jquants,2026-05-12
2154,Open Up Group Inc.,eps,FY2026,consensus,147.61015,jpy,yfinance,2026-08-27
2154,Open Up Group Inc.,net_profit,FY2026,company,11800000000.0,jpy_abs,jquants,2026-05-12
2154,Open Up Group Inc.,net_sales,FY2026,company,171000000000.0,jpy_abs,jquants,2026-05-12
2154,Open Up Group Inc.,net_sales,FY2026,consensus,173985000000.0,jpy_abs,yfinance,2026-08-27
2154,Open Up Group Inc.,operating_profit,FY2026,company,16500000000.0,jpy_abs,jquants,2026-05-12
2154,Open Up Group Inc.,eps,FY2027,consensus,160.87947,jpy,yfinance,2026-08-27
2154,Open Up Group Inc.,net_sales,FY2027,consensus,190835770000.0,jpy_abs,yfinance,2026-08-27
2154,Open Up Group Inc.,eps,FY2028,consensus,160.87947,jpy,yfinance,2026-08-27
2154,Open Up Group Inc.,net_sales,FY2028,consensus,190835770000.0,jpy_abs,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",dps,FY2026,company,11.0,jpy,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",eps,FY2026,company,18.37,jpy,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",eps,FY2026,consensus,21.12143,jpy,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",net_profit,FY2026,company,41000000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",net_sales,FY2026,company,1540000000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",net_sales,FY2026,consensus,1685998827670.0,jpy_abs,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",operating_profit,FY2026,company,66000000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",dps,FY2027,company,13.0,jpy,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",eps,FY2027,company,19.6,jpy,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",eps,FY2027,consensus,23.58714,jpy,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",net_profit,FY2027,company,44500000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",net_sales,FY2027,company,1665000000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",net_sales,FY2027,consensus,1749189442290.0,jpy_abs,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",operating_profit,FY2027,company,71000000000.0,jpy_abs,jquants,2026-05-14
2181,"PERSOL HOLDINGS CO.,LTD.",eps,FY2028,consensus,23.58714,jpy,yfinance,2026-08-27
2181,"PERSOL HOLDINGS CO.,LTD.",net_sales,FY2028,consensus,1749189442290.0,jpy_abs,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",dps,FY2026,company,65.0,jpy,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",eps,FY2026,company,216.21,jpy,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",eps,FY2026,consensus,193.60988,jpy,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",net_profit,FY2026,company,18200000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",net_sales,FY2026,company,236000000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",net_sales,FY2026,consensus,256044847530.0,jpy_abs,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",operating_profit,FY2026,company,22300000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",dps,FY2027,company,70.0,jpy,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",eps,FY2027,company,196.03,jpy,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",eps,FY2027,consensus,207.51096,jpy,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",net_profit,FY2027,company,16500000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",net_sales,FY2027,company,257000000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",net_sales,FY2027,consensus,264146557180.0,jpy_abs,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",operating_profit,FY2027,company,22800000000.0,jpy_abs,jquants,2026-05-11
2201,"Morinaga & Co.,Ltd.",eps,FY2028,consensus,207.51096,jpy,yfinance,2026-08-27
2201,"Morinaga & Co.,Ltd.",net_sales,FY2028,consensus,264146557180.0,jpy_abs,yfinance,2026-08-27
2212,"YAMAZAKI BAKING CO.,LTD.",dps,FY2026,company,60.0,jpy,jquants,2026-04-28
2212,"YAMAZAKI BAKING CO.,LTD.",eps,FY2026,company,215.73,jpy,jquants,2026-04-28
2212,"YAMAZAKI BAKING CO.,LTD.",eps,FY2026,consensus,216.30621,jpy,yfinance,2026-08-27
2212,"YAMAZAKI BAKING CO.,LTD.",net_profit,FY2026,company,42500000000.0,jpy_abs,jquants,2026-04-28
2212,"YAMAZAKI BAKING CO.,LTD.",net_sales,FY2026,company,1338000000000.0,jpy_abs,jquants,2026-04-28
2212,"YAMAZAKI BAKING CO.,LTD.",net_sales,FY2026,consensus,1358387500000.0,jpy_abs,yfinance,2026-08-27
2212,"YAMAZAKI BAKING CO.,LTD.",operating_profit,FY2026,company,64000000000.0,jpy_abs,jquants,2026-04-28
2212,"YAMAZAKI BAKING CO.,LTD.",eps,FY2027,consensus,231.93532,jpy,yfinance,2026-08-27
2212,"YAMAZAKI BAKING CO.,LTD.",net_sales,FY2027,consensus,1392837500000.0,jpy_abs,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",dps,FY2026,company,35.0,jpy,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",eps,FY2026,company,86.81,jpy,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",eps,FY2026,consensus,96.6475,jpy,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",net_profit,FY2026,company,13400000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",net_sales,FY2026,company,79670000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",net_sales,FY2026,consensus,86426455000.0,jpy_abs,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",operating_profit,FY2026,company,19650000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",dps,FY2027,company,35.0,jpy,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",eps,FY2027,company,89.42,jpy,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",eps,FY2027,consensus,113.86,jpy,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",net_profit,FY2027,company,13810000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",net_sales,FY2027,company,84500000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",net_sales,FY2027,consensus,95241154500.0,jpy_abs,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",operating_profit,FY2027,company,20550000000.0,jpy_abs,jquants,2026-05-14
2222,"Kotobuki Spirits Co.,Ltd.",eps,FY2028,consensus,113.86,jpy,yfinance,2026-08-27
2222,"Kotobuki Spirits Co.,Ltd.",net_sales,FY2028,consensus,95241154500.0,jpy_abs,yfinance,2026-08-27
2229,"CALBEE,Inc.",dps,FY2026,company,66.0,jpy,jquants,2026-05-14
2229,"CALBEE,Inc.",eps,FY2026,company,140.04,jpy,jquants,2026-05-14
2229,"CALBEE,Inc.",eps,FY2026,consensus,145.79968,jpy,yfinance,2026-08-27
2229,"CALBEE,Inc.",net_profit,FY2026,company,17500000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",net_sales,FY2026,company,339000000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",net_sales,FY2026,consensus,364720000000.0,jpy_abs,yfinance,2026-08-27
2229,"CALBEE,Inc.",operating_profit,FY2026,company,26000000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",dps,FY2027,company,69.0,jpy,jquants,2026-05-14
2229,"CALBEE,Inc.",eps,FY2027,company,143.11,jpy,jquants,2026-05-14
2229,"CALBEE,Inc.",eps,FY2027,consensus,163.47466,jpy,yfinance,2026-08-27
2229,"CALBEE,Inc.",net_profit,FY2027,company,17400000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",net_sales,FY2027,company,370000000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",net_sales,FY2027,consensus,376950000000.0,jpy_abs,yfinance,2026-08-27
2229,"CALBEE,Inc.",operating_profit,FY2027,company,26200000000.0,jpy_abs,jquants,2026-05-14
2229,"CALBEE,Inc.",eps,FY2028,consensus,163.47466,jpy,yfinance,2026-08-27
2229,"CALBEE,Inc.",net_sales,FY2028,consensus,376950000000.0,jpy_abs,yfinance,2026-08-27
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",dps,FY2026,company,93.0,jpy,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",eps,FY2026,company,231.96,jpy,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",eps,FY2026,consensus,72.31342,jpy,yfinance,2026-08-27
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",net_profit,FY2026,company,19000000000.0,jpy_abs,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",net_sales,FY2026,company,570000000000.0,jpy_abs,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",net_sales,FY2026,consensus,589862257900.0,jpy_abs,yfinance,2026-08-27
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",operating_profit,FY2026,company,33000000000.0,jpy_abs,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",dps,FY2027,company,25.0,jpy,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",eps,FY2027,company,61.96,jpy,jquants,2026-05-13
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",eps,FY2027,consensus,86.21356,jpy,yfinance,2026-08-27
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",net_profit,FY2027,company,20000000000.0,jpy_abs,jquants,2026-05-13
